Race_ID,Race_Name,Driver_ID,Driver_Ref,Pit_Stop_Count,Pitted_On_Lap,Pit_Stop_Duration,Avg_Pit_Stop_Secs,Grid,Constructor_ID,Constructor_Nationality,Constructor_Name,Circuit_ID,Circuit_Name,Circuit_Country,Altitude_Metres,Race_Year,Status_ID,Race_Finish_Status,Fastest_Lap_Speed_KMH,Driver_Total_Points,Driver_Overall_Standing,Driver_Total_Wins,Avg_Lap_Time_Secs
932,Canadian Grand Prix,833,merhi,1.0,35,26.986,26,16.0,209,British,Manor Marussia,7,Circuit Gilles Villeneuve,Canada,13,2015,31,Retired,194.292,0,19,0,82.0
895,Japanese Grand Prix,4,alonso,1.0,13,22.645,22,8.0,6,Italian,Ferrari,22,Suzuka Circuit,Japan,45,2013,1,Finished,218.041,207,2,2,98.0
892,Italian Grand Prix,13,massa,1.0,24,24.692,24,4.0,6,Italian,Ferrari,14,Autodromo Nazionale di Monza,Italy,162,2013,1,Finished,239.448,79,7,0,88.0
997,Austrian Grand Prix,840,stroll,2.0,65,22.299,22,14.0,3,British,Williams,70,Red Bull Ring,Austria,678,2018,12,+2 Laps,224.626,4,17,0,71.0
977,Austrian Grand Prix,826,kvyat,3.0,55,22.274,22,14.0,5,Italian,Toro Rosso,70,Red Bull Ring,Austria,678,2017,13,+3 Laps,228.395,4,16,0,71.0
970,Chinese Grand Prix,828,ericsson,1.0,2,27.934,27,14.0,15,Swiss,Sauber,17,Shanghai International Circuit,China,5,2017,11,+1 Lap,196.763,0,18,0,107.0
1002,Italian Grand Prix,845,sirotkin,1.0,37,25.245,25,12.0,3,British,Williams,14,Autodromo Nazionale di Monza,Italy,162,2018,11,+1 Lap,246.568,1,20,0,88.0
905,Monaco Grand Prix,155,kobayashi,2.0,62,25.116,25,20.0,207,Malaysian,Caterham,6,Circuit de Monaco,Monaco,7,2014,12,+2 Laps,145.878,0,21,0,87.0
936,Hungarian Grand Prix,20,vettel,3.0,45,16.639,16,3.0,6,Italian,Ferrari,11,Hungaroring,Hungary,264,2015,1,Finished,181.759,160,3,2,91.0
1020,German Grand Prix,832,sainz,3.0,46,20.711,20,7.0,1,British,McLaren,10,Hockenheimring,Germany,103,2019,1,Finished,211.538,48,7,0,97.0
1057,Azerbaijan Grand Prix,847,russell,1.0,1,19.97,19,15.0,3,British,Williams,73,Baku City Circuit,Azerbaijan,-7,2021,6,Gearbox,203.954,0,18,0,116.0
1055,Spanish Grand Prix,817,ricciardo,1.0,25,22.406,22,7.0,1,British,McLaren,4,Circuit de Barcelona-Catalunya,Spain,109,2021,1,Finished,205.612,24,7,0,85.0
1029,Brazilian Grand Prix,847,russell,1.0,23,22.5,22,18.0,3,British,Williams,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2019,1,Finished,210.331,0,20,0,78.0
887,British Grand Prix,154,grosjean,2.0,30,24.751,24,7.0,208,British,Lotus F1,9,Silverstone Circuit,UK,153,2013,31,Retired,221.804,26,9,0,107.0
1042,Portuguese Grand Prix,840,stroll,1.0,18,36.314,36,12.0,211,British,Racing Point,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2020,130,Collision damage,205.043,57,11,0,84.0
966,Mexican Grand Prix,831,nasr,1.0,49,23.54,23,19.0,15,Swiss,Sauber,32,Aut+¦dromo Hermanos Rodr+¡guez,Mexico,2227,2016,11,+1 Lap,185.213,0,22,0,86.0
1058,Styrian Grand Prix,854,mick_schumacher,1.0,33,22.4,22,19.0,210,American,Haas F1 Team,70,Red Bull Ring,Austria,678,2021,12,+2 Laps,222.052,0,18,0,71.0
1045,Bahrain Grand Prix,826,kvyat,2.0,17,37.317,37,10.0,213,Italian,AlphaTauri,3,Bahrain International Circuit,Bahrain,7,2020,11,+1 Lap,206.957,26,14,0,127.0
1054,Portuguese Grand Prix,817,ricciardo,3.0,41,28.639,28,16.0,1,British,McLaren,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,1,Finished,204.31,16,7,0,86.0
902,Bahrain Grand Prix,825,kevin_magnussen,2.0,25,24.559,24,8.0,1,British,McLaren,3,Bahrain International Circuit,Bahrain,7,2014,8,Clutch,194.621,20,7,0,103.0
959,German Grand Prix,1,hamilton,3.0,47,18.475,18,2.0,131,German,Mercedes,10,Hockenheimring,Germany,103,2016,1,Finished,209.107,217,1,6,80.0
945,Abu Dhabi Grand Prix,18,button,1.0,8,23.722,23,12.0,1,British,McLaren,24,Yas Marina Circuit,UAE,3,2015,11,+1 Lap,185.978,16,16,0,109.0
894,Korean Grand Prix,823,garde,2.0,11,23.987,23,20.0,207,Malaysian,Caterham,35,Korean International Circuit,Korea,0,2013,1,Finished,193.667,0,21,0,113.0
895,Japanese Grand Prix,13,massa,2.0,28,22.871,22,5.0,6,Italian,Ferrari,22,Suzuka Circuit,Japan,45,2013,1,Finished,215.515,90,7,0,99.0
917,Brazilian Grand Prix,3,rosberg,1.0,7,23.73,23,1.0,131,German,Mercedes,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2014,1,Finished,210.711,317,2,5,75.0
930,Spanish Grand Prix,822,bottas,1.0,15,22.082,22,4.0,3,British,Williams,4,Circuit de Barcelona-Catalunya,Spain,109,2015,1,Finished,184.74,42,5,0,92.0
890,Hungarian Grand Prix,154,grosjean,3.0,37,16.453,16,3.0,208,British,Lotus F1,11,Hungaroring,Hungary,264,2013,1,Finished,184.834,49,8,0,87.0
1053,Emilia Romagna Grand Prix,839,ocon,4.0,32,0.0,1478,9.0,214,French,Alpine F1 Team,21,Autodromo Enzo e Dino Ferrari,Italy,37,2021,1,Finished,222.512,2,12,0,117.0
997,Austrian Grand Prix,1,hamilton,1.0,25,21.245,21,2.0,131,German,Mercedes,70,Red Bull Ring,Austria,678,2018,32,Fuel pressure,231.18,145,2,3,69.0
881,Malaysian Grand Prix,820,chilton,4.0,41,22.271,22,21.0,206,Russian,Marussia,2,Sepang International Circuit,Malaysia,18,2013,12,+2 Laps,193.454,0,20,0,109.0
1041,Eifel Grand Prix,826,kvyat,2.0,44,22.527,22,13.0,213,Italian,AlphaTauri,20,N++rburgring,Germany,578,2020,1,Finished,200.975,14,14,0,96.0
1056,Monaco Grand Prix,8,raikkonen,1.0,43,24.077,24,14.0,51,Swiss,Alfa Romeo,6,Circuit de Monaco,Monaco,7,2021,11,+1 Lap,160.237,0,16,0,77.0
914,Japanese Grand Prix,825,kevin_magnussen,5.0,40,24.361,24,7.0,1,British,McLaren,22,Suzuka Circuit,Japan,45,2014,11,+1 Lap,184.17,39,12,0,156.0
1004,Russian Grand Prix,830,max_verstappen,1.0,43,29.37,29,19.0,9,Austrian,Red Bull,71,Sochi Autodrom,Russia,2,2018,1,Finished,218.655,158,5,1,99.0
1012,Chinese Grand Prix,847,russell,2.0,49,23.965,23,17.0,3,British,Williams,17,Shanghai International Circuit,China,5,2019,12,+2 Laps,201.716,0,19,0,102.0
926,Australian Grand Prix,18,button,1.0,27,23.353,23,16.0,1,British,McLaren,1,Albert Park Grand Prix Circuit,Australia,10,2015,12,+2 Laps,204.534,0,11,0,98.0
942,United States Grand Prix,834,rossi,1.0,1,37.748,37,17.0,209,British,Manor Marussia,69,Circuit of the Americas,USA,161,2015,1,Finished,183.472,0,20,0,119.0
987,Brazilian Grand Prix,830,max_verstappen,5.0,62,22.644,22,4.0,9,Austrian,Red Bull,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2017,1,Finished,218.349,158,6,2,77.0
944,Brazilian Grand Prix,829,stevens,1.0,15,25.547,25,18.0,209,British,Manor Marussia,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2015,14,+4 Laps,196.116,0,21,0,81.0
1041,Eifel Grand Prix,841,giovinazzi,2.0,36,22.772,22,14.0,51,Swiss,Alfa Romeo,20,N++rburgring,Germany,578,2020,1,Finished,203.861,3,16,0,95.0
984,Japanese Grand Prix,840,stroll,2.0,35,22.736,22,15.0,3,British,Williams,22,Suzuka Circuit,Japan,45,2017,36,Wheel,221.106,32,12,0,100.0
1052,Bahrain Grand Prix,844,leclerc,2.0,32,24.176,24,4.0,6,Italian,Ferrari,3,Bahrain International Circuit,Bahrain,7,2021,1,Finished,205.112,8,6,0,99.0
970,Chinese Grand Prix,807,hulkenberg,5.0,33,40.144,40,7.0,4,French,Renault,17,Shanghai International Circuit,China,5,2017,11,+1 Lap,200.21,0,13,0,107.0
904,Spanish Grand Prix,1,hamilton,2.0,43,23.59,23,1.0,131,German,Mercedes,4,Circuit de Barcelona-Catalunya,Spain,109,2014,1,Finished,187.275,100,1,4,91.0
1055,Spanish Grand Prix,8,raikkonen,1.0,37,21.572,21,17.0,51,Swiss,Alfa Romeo,4,Circuit de Barcelona-Catalunya,Spain,109,2021,11,+1 Lap,203.094,0,14,0,86.0
1053,Emilia Romagna Grand Prix,854,mick_schumacher,3.0,31,0.0,1521,18.0,210,American,Haas F1 Team,21,Autodromo Enzo e Dino Ferrari,Italy,37,2021,12,+2 Laps,223.156,0,18,0,120.0
926,Australian Grand Prix,13,massa,1.0,21,22.062,22,3.0,3,British,Williams,1,Albert Park Grand Prix Circuit,Australia,10,2015,1,Finished,208.144,12,4,0,95.0
931,Monaco Grand Prix,832,sainz,1.0,12,25.306,25,0.0,5,Italian,Toro Rosso,6,Circuit de Monaco,Monaco,7,2015,1,Finished,150.511,9,12,0,83.0
1054,Portuguese Grand Prix,822,bottas,3.0,36,26.938,26,1.0,131,German,Mercedes,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,1,Finished,209.738,32,4,0,85.0
962,Singapore Grand Prix,822,bottas,3.0,30,28.545,28,10.0,3,British,Williams,15,Marina Bay Street Circuit,Singapore,18,2016,25,Overheating,163.727,70,7,0,120.0
999,German Grand Prix,807,hulkenberg,2.0,51,20.752,20,7.0,4,French,Renault,10,Hockenheimring,Germany,103,2018,1,Finished,211.351,52,7,0,82.0
952,Spanish Grand Prix,828,ericsson,1.0,9,22.84,22,19.0,15,Swiss,Sauber,4,Circuit de Barcelona-Catalunya,Spain,109,2016,11,+1 Lap,186.791,0,20,0,93.0
979,Hungarian Grand Prix,836,wehrlein,1.0,3,24.213,24,18.0,15,Swiss,Sauber,11,Hungaroring,Hungary,264,2017,12,+2 Laps,188.716,5,16,0,87.0
1034,British Grand Prix,154,grosjean,1.0,36,33.816,33,17.0,210,American,Haas F1 Team,9,Silverstone Circuit,UK,153,2020,1,Finished,236.212,0,20,0,102.0
909,German Grand Prix,820,chilton,3.0,47,20.632,20,21.0,206,Russian,Marussia,10,Hockenheimring,Germany,103,2014,12,+2 Laps,198.306,0,21,0,86.0
1017,French Grand Prix,20,vettel,1.0,25,30.044,30,7.0,6,Italian,Ferrari,34,Circuit Paul Ricard,France,432,2019,1,Finished,226.775,111,3,0,96.0
930,Spanish Grand Prix,807,hulkenberg,1.0,10,22.659,22,17.0,10,Indian,Force India,4,Circuit de Barcelona-Catalunya,Spain,109,2015,11,+1 Lap,184.38,6,12,0,94.0
986,Mexican Grand Prix,840,stroll,1.0,32,21.825,21,11.0,3,British,Williams,32,Aut+¦dromo Hermanos Rodr+¡guez,Mexico,2227,2017,11,+1 Lap,191.142,40,10,0,82.0
912,Italian Grand Prix,813,maldonado,1.0,21,24.223,24,16.0,208,British,Lotus F1,14,Autodromo Nazionale di Monza,Italy,162,2014,11,+1 Lap,232.091,0,19,0,90.0
936,Hungarian Grand Prix,826,kvyat,4.0,45,16.453,16,7.0,9,Austrian,Red Bull,11,Hungaroring,Hungary,264,2015,1,Finished,182.29,45,8,0,91.0
906,Canadian Grand Prix,154,grosjean,1.0,11,23.943,23,14.0,208,British,Lotus F1,7,Circuit Gilles Villeneuve,Canada,13,2014,65,Rear wing,197.107,8,13,0,86.0
1054,Portuguese Grand Prix,840,stroll,2.0,3,22.176,22,17.0,117,British,Aston Martin,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,11,+1 Lap,204.352,5,11,0,86.0
1046,Sakhir Grand Prix,851,aitken,1.0,31,24.863,24,17.0,3,British,Williams,3,Bahrain International Circuit,Bahrain,7,2020,1,Finished,222.24,0,22,0,62.0
1020,German Grand Prix,847,russell,4.0,47,21.634,21,17.0,3,British,Williams,10,Hockenheimring,Germany,103,2019,1,Finished,212.51,0,20,0,97.0
1043,Emilia Romagna Grand Prix,825,kevin_magnussen,1.0,27,30.708,30,17.0,210,American,Haas F1 Team,21,Autodromo Enzo e Dino Ferrari,Italy,37,2020,139,Illness,222.93,1,19,0,81.0
962,Singapore Grand Prix,8,raikkonen,4.0,46,28.954,28,5.0,6,Italian,Ferrari,15,Marina Bay Street Circuit,Singapore,18,2016,1,Finished,168.515,148,5,0,113.0
888,German Grand Prix,822,bottas,2.0,54,45.695,45,17.0,3,British,Williams,20,N++rburgring,Germany,578,2013,11,+1 Lap,197.216,0,17,0,102.0
884,Spanish Grand Prix,807,hulkenberg,3.0,34,22.324,22,15.0,15,Swiss,Sauber,4,Circuit de Barcelona-Catalunya,Spain,109,2013,11,+1 Lap,193.541,5,14,0,91.0
928,Chinese Grand Prix,1,hamilton,2.0,33,22.235,22,1.0,131,German,Mercedes,17,Shanghai International Circuit,China,5,2015,1,Finished,191.996,68,1,2,106.0
883,Bahrain Grand Prix,814,resta,1.0,14,22.009,22,5.0,10,Indian,Force India,3,Bahrain International Circuit,Bahrain,7,2013,1,Finished,198.128,20,8,0,100.0
1016,Canadian Grand Prix,844,leclerc,1.0,33,23.732,23,3.0,6,Italian,Ferrari,7,Circuit Gilles Villeneuve,Canada,13,2019,1,Finished,211.14,72,5,0,75.0
1020,German Grand Prix,9,kubica,5.0,57,19.825,19,18.0,3,British,Williams,10,Hockenheimring,Germany,103,2019,1,Finished,208.271,1,19,0,97.0
881,Malaysian Grand Prix,18,button,2.0,21,21.028,21,7.0,1,British,McLaren,2,Sepang International Circuit,Malaysia,18,2013,54,Withdrew,198.444,2,13,0,107.0
1016,Canadian Grand Prix,815,perez,1.0,11,24.076,24,15.0,211,British,Racing Point,7,Circuit Gilles Villeneuve,Canada,13,2019,11,+1 Lap,205.723,13,10,0,77.0
1038,Italian Grand Prix,1,hamilton,1.0,20,24.671,24,1.0,131,German,Mercedes,14,Autodromo Nazionale di Monza,Italy,162,2020,1,Finished,252.033,164,1,5,121.0
962,Singapore Grand Prix,839,ocon,3.0,34,30.614,30,21.0,209,British,Manor Marussia,15,Marina Bay Street Circuit,Singapore,18,2016,12,+2 Laps,163.17,0,24,0,118.0
1011,Bahrain Grand Prix,847,russell,2.0,26,24.912,24,19.0,3,British,Williams,3,Bahrain International Circuit,Bahrain,7,2019,11,+1 Lap,200.211,0,16,0,101.0
950,Chinese Grand Prix,817,ricciardo,3.0,37,22.426,22,2.0,9,Austrian,Red Bull,17,Shanghai International Circuit,China,5,2016,1,Finished,194.264,36,3,0,106.0
970,Chinese Grand Prix,825,kevin_magnussen,3.0,5,17.298,17,12.0,210,American,Haas F1 Team,17,Shanghai International Circuit,China,5,2017,11,+1 Lap,201.209,4,10,0,106.0
1025,Russian Grand Prix,848,albon,1.0,29,29.854,29,0.0,9,Austrian,Red Bull,71,Sochi Autodrom,Russia,2,2019,1,Finished,217.573,52,8,0,106.0
1023,Italian Grand Prix,1,hamilton,2.0,49,23.731,23,2.0,131,German,Mercedes,14,Autodromo Nazionale di Monza,Italy,162,2019,1,Finished,255.014,284,1,8,85.0
1058,Styrian Grand Prix,817,ricciardo,1.0,41,21.41,21,13.0,1,British,McLaren,70,Red Bull Ring,Austria,678,2021,11,+1 Lap,224.295,34,9,0,70.0
914,Japanese Grand Prix,818,vergne,1.0,2,0.0,1136,20.0,5,Italian,Toro Rosso,22,Suzuka Circuit,Japan,45,2014,1,Finished,184.086,21,13,0,154.0
992,Azerbaijan Grand Prix,844,leclerc,2.0,40,22.03,22,13.0,15,Swiss,Sauber,73,Baku City Circuit,Azerbaijan,-7,2018,1,Finished,201.212,8,13,0,121.0
1000,Hungarian Grand Prix,822,bottas,1.0,15,21.337,21,2.0,131,German,Mercedes,11,Hungaroring,Hungary,264,2018,1,Finished,192.957,132,4,0,83.0
1018,Austrian Grand Prix,817,ricciardo,1.0,46,22.305,22,12.0,4,French,Renault,70,Red Bull Ring,Austria,678,2019,11,+1 Lap,228.536,16,10,0,70.0
981,Italian Grand Prix,817,ricciardo,1.0,37,23.951,23,16.0,9,Austrian,Red Bull,14,Autodromo Nazionale di Monza,Italy,162,2017,1,Finished,250.174,144,4,1,85.0
913,Singapore Grand Prix,818,vergne,2.0,24,35.309,35,12.0,5,Italian,Toro Rosso,15,Marina Bay Street Circuit,Singapore,18,2014,1,Finished,162.895,19,13,0,120.0
1039,Tuscan Grand Prix,826,kvyat,5.0,45,0.0,1290,12.0,213,Italian,AlphaTauri,76,Autodromo Internazionale del Mugello,Italy,255,2020,1,Finished,231.8,10,14,0,141.0
1003,Singapore Grand Prix,844,leclerc,1.0,38,29.31,29,13.0,15,Swiss,Sauber,15,Marina Bay Street Circuit,Singapore,18,2018,11,+1 Lap,173.253,15,15,0,111.0
1053,Emilia Romagna Grand Prix,830,max_verstappen,2.0,33,0.0,1621,3.0,9,Austrian,Red Bull,21,Autodromo Enzo e Dino Ferrari,Italy,37,2021,1,Finished,227.96,43,2,1,116.0
909,German Grand Prix,18,button,2.0,31,18.916,18,11.0,1,British,McLaren,10,Hockenheimring,Germany,103,2014,1,Finished,202.424,59,8,0,84.0
911,Belgian Grand Prix,1,hamilton,3.0,31,24.757,24,2.0,131,German,Mercedes,13,Circuit de Spa-Francorchamps,Belgium,401,2014,31,Retired,221.748,191,2,5,118.0
998,British Grand Prix,840,stroll,1.0,30,27.774,27,19.0,3,British,Williams,9,Silverstone Circuit,UK,153,2018,1,Finished,225.927,4,17,0,101.0
967,Brazilian Grand Prix,817,ricciardo,1.0,13,24.623,24,6.0,9,Austrian,Red Bull,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2016,1,Finished,181.363,246,3,1,152.0
962,Singapore Grand Prix,13,massa,2.0,16,28.682,28,11.0,3,British,Williams,15,Marina Bay Street Circuit,Singapore,18,2016,11,+1 Lap,163.599,41,10,0,115.0
990,Bahrain Grand Prix,842,gasly,2.0,34,24.957,24,5.0,5,Italian,Toro Rosso,3,Bahrain International Circuit,Bahrain,7,2018,1,Finished,205.382,12,7,0,97.0
955,European Grand Prix,828,ericsson,2.0,25,20.559,20,20.0,15,Swiss,Sauber,73,Baku City Circuit,Azerbaijan,-7,2016,11,+1 Lap,198.449,0,20,0,111.0
976,Azerbaijan Grand Prix,825,kevin_magnussen,1.0,12,20.391,20,12.0,210,American,Haas F1 Team,73,Baku City Circuit,Azerbaijan,-7,2017,1,Finished,203.277,11,13,0,146.0
894,Korean Grand Prix,1,hamilton,2.0,29,22.251,22,2.0,131,German,Mercedes,35,Korean International Circuit,Korea,0,2013,1,Finished,197.134,161,4,1,112.0
1008,Brazilian Grand Prix,817,ricciardo,1.0,39,23.3,23,11.0,9,Austrian,Red Bull,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2018,1,Finished,217.434,158,6,2,73.0
910,Hungarian Grand Prix,13,massa,1.0,8,22.851,22,6.0,3,British,Williams,11,Hungaroring,Hungary,264,2014,1,Finished,178.757,40,9,0,96.0
933,Austrian Grand Prix,826,kvyat,2.0,45,22.111,22,15.0,9,Austrian,Red Bull,70,Red Bull Ring,Austria,678,2015,11,+1 Lap,215.354,19,8,0,77.0
884,Spanish Grand Prix,821,gutierrez,3.0,42,20.082,20,19.0,15,Swiss,Sauber,4,Circuit de Barcelona-Catalunya,Spain,109,2013,11,+1 Lap,194.37,0,16,0,91.0
944,Brazilian Grand Prix,20,vettel,2.0,32,23.474,23,3.0,6,Italian,Ferrari,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2015,1,Finished,206.705,266,3,3,76.0
896,Indian Grand Prix,13,massa,2.0,30,23.332,23,5.0,6,Italian,Ferrari,68,Buddh International Circuit,India,194,2013,1,Finished,207.569,102,8,0,91.0
959,German Grand Prix,815,perez,2.0,27,19.223,19,9.0,10,Indian,Force India,10,Hockenheimring,Germany,103,2016,11,+1 Lap,206.848,48,8,0,82.0
1011,Bahrain Grand Prix,844,leclerc,2.0,36,24.358,24,1.0,6,Italian,Ferrari,3,Bahrain International Circuit,Bahrain,7,2019,1,Finished,208.575,26,4,0,98.0
900,Australian Grand Prix,8,raikkonen,1.0,12,25.543,25,11.0,6,Italian,Ferrari,1,Albert Park Grand Prix Circuit,Australia,10,2014,1,Finished,204.814,6,7,0,98.0
940,Japanese Grand Prix,826,kvyat,2.0,20,23.183,23,20.0,9,Austrian,Red Bull,22,Suzuka Circuit,Japan,45,2015,11,+1 Lap,212.524,66,8,0,101.0
910,Hungarian Grand Prix,16,sutil,2.0,39,22.5,22,11.0,15,Swiss,Sauber,11,Hungaroring,Hungary,264,2014,1,Finished,177.8,0,17,0,97.0
944,Brazilian Grand Prix,834,rossi,2.0,41,26.706,26,17.0,209,British,Manor Marussia,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2015,14,+4 Laps,197.316,0,20,0,81.0
907,Austrian Grand Prix,18,button,2.0,58,21.242,21,11.0,1,British,McLaren,70,Red Bull Ring,Austria,678,2014,1,Finished,213.752,43,8,0,74.0
962,Singapore Grand Prix,8,raikkonen,2.0,17,29.041,29,5.0,6,Italian,Ferrari,15,Marina Bay Street Circuit,Singapore,18,2016,1,Finished,168.515,148,5,0,113.0
965,United States Grand Prix,822,bottas,2.0,20,25.222,25,8.0,3,British,Williams,69,Circuit of the Americas,USA,161,2016,11,+1 Lap,189.058,81,8,0,108.0
1042,Portuguese Grand Prix,849,latifi,1.0,24,26.739,26,20.0,3,British,Williams,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2020,12,+2 Laps,204.629,0,20,0,83.0
927,Malaysian Grand Prix,1,hamilton,3.0,38,24.179,24,1.0,131,German,Mercedes,2,Sepang International Circuit,Malaysia,18,2015,1,Finished,193.501,43,1,1,108.0
982,Singapore Grand Prix,1,hamilton,4.0,29,28.466,28,5.0,131,German,Mercedes,15,Marina Bay Street Circuit,Singapore,18,2017,1,Finished,173.643,263,1,7,127.0
981,Italian Grand Prix,154,grosjean,1.0,3,33.433,33,20.0,210,American,Haas F1 Team,14,Autodromo Nazionale di Monza,Italy,162,2017,11,+1 Lap,245.292,24,13,0,87.0
895,Japanese Grand Prix,818,vergne,3.0,38,24.876,24,17.0,5,Italian,Toro Rosso,22,Suzuka Circuit,Japan,45,2013,11,+1 Lap,218.0,13,15,0,99.0
918,Abu Dhabi Grand Prix,8,raikkonen,2.0,26,22.206,22,7.0,6,Italian,Ferrari,24,Yas Marina Circuit,UAE,3,2014,1,Finished,185.586,55,12,0,109.0
1019,British Grand Prix,807,hulkenberg,1.0,13,28.926,28,10.0,4,French,Renault,9,Silverstone Circuit,UK,153,2019,1,Finished,235.773,17,11,0,94.0
970,Chinese Grand Prix,838,vandoorne,1.0,2,25.146,25,15.0,1,British,McLaren,17,Shanghai International Circuit,China,5,2017,32,Fuel pressure,193.412,0,16,0,125.0
963,Malaysian Grand Prix,836,wehrlein,2.0,30,26.156,26,21.0,209,British,Manor Marussia,2,Sepang International Circuit,Malaysia,18,2016,11,+1 Lap,200.242,1,18,0,106.0
985,United States Grand Prix,843,brendon_hartley,2.0,35,24.229,24,19.0,5,Italian,Toro Rosso,69,Circuit of the Americas,USA,161,2017,11,+1 Lap,198.509,0,23,0,102.0
1029,Brazilian Grand Prix,830,max_verstappen,1.0,21,22.818,22,1.0,9,Austrian,Red Bull,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2019,1,Finished,218.909,260,3,3,78.0
938,Italian Grand Prix,815,perez,1.0,23,24.281,24,7.0,10,Indian,Force India,14,Autodromo Nazionale di Monza,Italy,162,2015,1,Finished,236.609,33,10,0,89.0
881,Malaysian Grand Prix,813,maldonado,1.0,6,24.737,24,16.0,3,British,Williams,2,Sepang International Circuit,Malaysia,18,2013,31,Retired,192.865,0,22,0,109.0
940,Japanese Grand Prix,18,button,2.0,27,23.801,23,14.0,1,British,McLaren,22,Suzuka Circuit,Japan,45,2015,11,+1 Lap,208.799,6,18,0,102.0
970,Chinese Grand Prix,815,perez,1.0,2,24.03,24,8.0,10,Indian,Force India,17,Shanghai International Circuit,China,5,2017,11,+1 Lap,203.288,8,9,0,106.0
882,Chinese Grand Prix,4,alonso,3.0,41,21.012,21,3.0,6,Italian,Ferrari,17,Shanghai International Circuit,China,5,2013,1,Finished,197.21,43,3,1,102.0
1014,Spanish Grand Prix,817,ricciardo,2.0,45,22.702,22,13.0,4,French,Renault,4,Circuit de Barcelona-Catalunya,Spain,109,2019,1,Finished,207.876,6,12,0,87.0
963,Malaysian Grand Prix,821,gutierrez,1.0,1,30.782,30,13.0,210,American,Haas F1 Team,2,Sepang International Circuit,Malaysia,18,2016,61,Wheel nut,196.067,0,20,0,107.0
956,Austrian Grand Prix,836,wehrlein,1.0,13,22.613,22,12.0,209,British,Manor Marussia,70,Red Bull Ring,Austria,678,2016,11,+1 Lap,219.782,1,17,0,74.0
912,Italian Grand Prix,821,gutierrez,3.0,49,26.849,26,15.0,15,Swiss,Sauber,14,Autodromo Nazionale di Monza,Italy,162,2014,12,+2 Laps,233.147,0,20,0,92.0
893,Singapore Grand Prix,813,maldonado,1.0,16,29.966,29,18.0,3,British,Williams,15,Marina Bay Street Circuit,Singapore,18,2013,1,Finished,164.703,1,16,0,118.0
956,Austrian Grand Prix,1,hamilton,3.0,29,18.716,18,1.0,131,German,Mercedes,70,Red Bull Ring,Austria,678,2016,1,Finished,227.647,142,2,3,73.0
1055,Spanish Grand Prix,846,norris,2.0,51,22.467,22,9.0,1,British,McLaren,4,Circuit de Barcelona-Catalunya,Spain,109,2021,11,+1 Lap,207.064,41,4,0,85.0
986,Mexican Grand Prix,842,gasly,1.0,31,22.709,22,20.0,5,Italian,Toro Rosso,32,Aut+¦dromo Hermanos Rodr+¡guez,Mexico,2227,2017,11,+1 Lap,191.622,0,22,0,83.0
962,Singapore Grand Prix,839,ocon,1.0,1,24.343,24,21.0,209,British,Manor Marussia,15,Marina Bay Street Circuit,Singapore,18,2016,12,+2 Laps,163.17,0,24,0,118.0
1039,Tuscan Grand Prix,817,ricciardo,2.0,8,0.0,1441,8.0,4,French,Renault,76,Autodromo Internazionale del Mugello,Italy,255,2020,1,Finished,234.774,53,7,0,141.0
967,Brazilian Grand Prix,821,gutierrez,2.0,20,0.0,2011,12.0,210,American,Haas F1 Team,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2016,31,Retired,176.668,0,21,0,165.0
934,British Grand Prix,807,hulkenberg,1.0,19,28.558,28,9.0,10,Indian,Force India,9,Silverstone Circuit,UK,153,2015,1,Finished,215.752,24,9,0,106.0
949,Bahrain Grand Prix,836,wehrlein,3.0,41,25.419,25,16.0,209,British,Manor Marussia,3,Bahrain International Circuit,Bahrain,7,2016,11,+1 Lap,204.123,0,18,0,100.0
938,Italian Grand Prix,1,hamilton,1.0,26,24.368,24,1.0,131,German,Mercedes,14,Autodromo Nazionale di Monza,Italy,162,2015,1,Finished,240.617,252,1,7,87.0
1018,Austrian Grand Prix,848,albon,1.0,35,21.225,21,18.0,5,Italian,Toro Rosso,70,Red Bull Ring,Austria,678,2019,11,+1 Lap,225.463,7,15,0,70.0
1020,German Grand Prix,1,hamilton,5.0,53,20.015,20,1.0,131,German,Mercedes,10,Hockenheimring,Germany,103,2019,1,Finished,208.935,225,1,7,97.0
1000,Hungarian Grand Prix,843,brendon_hartley,1.0,24,21.831,21,8.0,5,Italian,Toro Rosso,11,Hungaroring,Hungary,264,2018,11,+1 Lap,190.911,2,19,0,84.0
