Race_ID,Race_Name,Driver_ID,Driver_Ref,Pit_Stop_Count,Pitted_On_Lap,Pit_Stop_Duration,Avg_Pit_Stop_Secs,Grid,Constructor_ID,Constructor_Nationality,Constructor_Name,Circuit_ID,Circuit_Name,Circuit_Country,Altitude_Metres,Race_Year,Status_ID,Race_Finish_Status,Fastest_Lap_Speed_KMH,Driver_Total_Points,Driver_Overall_Standing,Driver_Total_Wins,Avg_Lap_Time_Secs
974,Monaco Grand Prix,835,jolyon_palmer,1.0,42,25.472,25,16.0,4,French,Renault,6,Circuit de Monaco,Monaco,7,2017,1,Finished,156.801,0,16,0,80.0
1013,Azerbaijan Grand Prix,830,max_verstappen,1.0,14,20.973,20,4.0,9,Austrian,Red Bull,73,Baku City Circuit,Azerbaijan,-7,2019,1,Finished,206.221,51,4,0,107.0
903,Chinese Grand Prix,818,vergne,2.0,32,24.417,24,9.0,5,Italian,Toro Rosso,17,Shanghai International Circuit,China,5,2014,11,+1 Lap,190.712,4,13,0,105.0
1045,Bahrain Grand Prix,832,sainz,1.0,1,0.0,1157,15.0,1,British,McLaren,3,Bahrain International Circuit,Bahrain,7,2020,1,Finished,208.575,85,8,0,125.0
1008,Brazilian Grand Prix,8,raikkonen,1.0,31,22.766,22,4.0,6,Italian,Ferrari,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2018,1,Finished,216.143,251,3,1,73.0
973,Spanish Grand Prix,1,hamilton,2.0,36,21.722,21,1.0,131,German,Mercedes,4,Circuit de Barcelona-Catalunya,Spain,109,2017,1,Finished,200.471,98,2,2,86.0
1042,Portuguese Grand Prix,844,leclerc,1.0,34,26.94,26,4.0,6,Italian,Ferrari,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2020,1,Finished,208.322,75,5,0,82.0
978,British Grand Prix,830,max_verstappen,1.0,19,29.147,29,4.0,9,Austrian,Red Bull,9,Silverstone Circuit,UK,153,2017,1,Finished,233.878,57,6,0,96.0
930,Spanish Grand Prix,4,alonso,1.0,21,23.728,23,13.0,1,British,McLaren,4,Circuit de Barcelona-Catalunya,Spain,109,2015,23,Brakes,179.446,0,16,0,95.0
1025,Russian Grand Prix,807,hulkenberg,2.0,29,29.786,29,6.0,4,French,Renault,71,Sochi Autodrom,Russia,2,2019,1,Finished,213.692,34,11,0,106.0
1054,Portuguese Grand Prix,830,max_verstappen,4.0,64,26.319,26,3.0,9,Austrian,Red Bull,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,1,Finished,207.581,61,2,1,85.0
941,Russian Grand Prix,817,ricciardo,1.0,12,29.732,29,10.0,9,Austrian,Red Bull,71,Sochi Autodrom,Russia,2,2015,22,Suspension,206.626,73,8,0,111.0
998,British Grand Prix,822,bottas,1.0,21,27.894,27,4.0,131,German,Mercedes,9,Silverstone Circuit,UK,153,2018,1,Finished,232.089,104,5,0,100.0
1036,Spanish Grand Prix,839,ocon,1.0,34,22.366,22,15.0,4,French,Renault,4,Circuit de Barcelona-Catalunya,Spain,109,2020,11,+1 Lap,203.933,16,12,0,85.0
1054,Portuguese Grand Prix,4,alonso,1.0,2,21.452,21,13.0,214,French,Alpine F1 Team,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,1,Finished,206.718,5,12,0,86.0
1020,German Grand Prix,825,kevin_magnussen,4.0,42,20.38,20,12.0,210,American,Haas F1 Team,10,Hockenheimring,Germany,103,2019,1,Finished,212.45,18,13,0,97.0
1029,Brazilian Grand Prix,8,raikkonen,1.0,21,23.463,23,8.0,51,Swiss,Alfa Romeo,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2019,1,Finished,212.106,43,12,0,78.0
1054,Portuguese Grand Prix,1,hamilton,1.0,2,22.426,22,2.0,131,German,Mercedes,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,1,Finished,206.971,69,1,2,85.0
1038,Italian Grand Prix,848,albon,2.0,26,0.0,1528,9.0,9,Austrian,Red Bull,14,Autodromo Nazionale di Monza,Italy,162,2020,1,Finished,245.564,48,6,0,121.0
937,Belgian Grand Prix,830,max_verstappen,1.0,9,24.564,24,18.0,5,Italian,Toro Rosso,13,Circuit de Spa-Francorchamps,Belgium,401,2015,1,Finished,222.592,26,10,0,117.0
964,Japanese Grand Prix,8,raikkonen,1.0,12,23.244,23,8.0,6,Italian,Ferrari,22,Suzuka Circuit,Japan,45,2016,1,Finished,217.785,170,4,0,98.0
929,Bahrain Grand Prix,13,massa,1.0,10,24.894,24,6.0,3,British,Williams,3,Bahrain International Circuit,Bahrain,7,2015,11,+1 Lap,196.613,31,5,0,101.0
1060,Austrian Grand Prix,1,hamilton,2.0,53,21.421,21,4.0,131,German,Mercedes,70,Red Bull Ring,Austria,678,2021,1,Finished,228.177,150,2,3,71.0
1037,Belgian Grand Prix,849,latifi,2.0,30,23.477,23,19.0,3,British,Williams,13,Circuit de Spa-Francorchamps,Belgium,401,2020,1,Finished,233.362,0,19,0,116.0
988,Abu Dhabi Grand Prix,20,vettel,1.0,20,21.221,21,3.0,6,Italian,Ferrari,24,Yas Marina Circuit,UAE,3,2017,1,Finished,198.416,317,2,5,102.0
892,Italian Grand Prix,17,webber,1.0,23,24.205,24,2.0,9,Austrian,Red Bull,14,Autodromo Nazionale di Monza,Italy,162,2013,1,Finished,240.567,130,5,0,88.0
928,Chinese Grand Prix,8,raikkonen,1.0,15,22.818,22,6.0,6,Italian,Ferrari,17,Shanghai International Circuit,China,5,2015,1,Finished,190.472,24,5,0,106.0
1045,Bahrain Grand Prix,817,ricciardo,1.0,1,0.0,1159,6.0,4,French,Renault,3,Bahrain International Circuit,Bahrain,7,2020,1,Finished,209.887,102,4,0,125.0
1046,Sakhir Grand Prix,846,norris,1.0,20,24.885,24,19.0,1,British,McLaren,3,Bahrain International Circuit,Bahrain,7,2020,1,Finished,222.713,87,9,0,62.0
1020,German Grand Prix,842,gasly,1.0,3,29.667,29,4.0,9,Austrian,Red Bull,10,Hockenheimring,Germany,103,2019,4,Collision,212.483,55,6,0,98.0
901,Malaysian Grand Prix,807,hulkenberg,2.0,34,24.887,24,7.0,10,Indian,Force India,2,Sepang International Circuit,Malaysia,18,2014,1,Finished,188.284,18,6,0,107.0
1054,Portuguese Grand Prix,853,mazepin,4.0,43,26.984,26,20.0,210,American,Haas F1 Team,75,Aut+¦dromo Internacional do Algarve,Portugal,108,2021,12,+2 Laps,200.27,0,19,0,89.0
1007,Mexican Grand Prix,1,hamilton,1.0,11,22.269,22,3.0,131,German,Mercedes,32,Aut+¦dromo Hermanos Rodr+¡guez,Mexico,2227,2018,1,Finished,191.933,358,1,9,83.0
945,Abu Dhabi Grand Prix,13,massa,2.0,26,22.71,22,8.0,3,British,Williams,24,Yas Marina Circuit,UAE,3,2015,1,Finished,186.891,121,6,0,108.0
1057,Azerbaijan Grand Prix,841,giovinazzi,4.0,48,0.0,2017,20.0,51,Swiss,Alfa Romeo,73,Baku City Circuit,Azerbaijan,-7,2021,1,Finished,204.696,1,16,0,156.0
1044,Turkish Grand Prix,842,gasly,2.0,33,23.288,23,19.0,213,Italian,AlphaTauri,5,Istanbul Park,Turkey,130,2020,11,+1 Lap,192.966,63,10,1,107.0
981,Italian Grand Prix,840,stroll,1.0,17,26.131,26,2.0,3,British,Williams,14,Autodromo Nazionale di Monza,Italy,162,2017,1,Finished,243.559,24,12,0,86.0
931,Monaco Grand Prix,822,bottas,2.0,56,24.412,24,16.0,3,British,Williams,6,Circuit de Monaco,Monaco,7,2015,1,Finished,152.173,42,5,0,84.0
988,Abu Dhabi Grand Prix,822,bottas,1.0,21,21.478,21,1.0,131,German,Mercedes,24,Yas Marina Circuit,UAE,3,2017,1,Finished,198.652,305,3,3,102.0
970,Chinese Grand Prix,4,alonso,4.0,6,17.302,17,13.0,1,British,McLaren,17,Shanghai International Circuit,China,5,2017,30,Driveshaft,197.23,0,19,0,110.0
933,Austrian Grand Prix,822,bottas,1.0,26,22.777,22,6.0,3,British,Williams,70,Red Bull Ring,Austria,678,2015,1,Finished,215.557,67,5,0,76.0
940,Japanese Grand Prix,13,massa,3.0,34,24.67,24,5.0,3,British,Williams,22,Suzuka Circuit,Japan,45,2015,12,+2 Laps,212.031,97,6,0,104.0
896,Indian Grand Prix,821,gutierrez,2.0,26,25.66,25,16.0,15,Swiss,Sauber,68,Buddh International Circuit,India,194,2013,11,+1 Lap,208.046,6,16,0,92.0
905,Monaco Grand Prix,3,rosberg,1.0,26,24.672,24,1.0,131,German,Mercedes,6,Circuit de Monaco,Monaco,7,2014,1,Finished,151.388,122,1,2,83.0
1011,Bahrain Grand Prix,807,hulkenberg,1.0,12,25.498,25,17.0,4,French,Renault,3,Bahrain International Circuit,Bahrain,7,2019,5,Engine,204.623,6,9,0,98.0
1023,Italian Grand Prix,20,vettel,2.0,12,31.851,31,4.0,6,Italian,Ferrari,14,Autodromo Nazionale di Monza,Italy,162,2019,11,+1 Lap,251.872,169,5,0,87.0
993,Spanish Grand Prix,1,hamilton,1.0,25,22.085,22,1.0,131,German,Mercedes,4,Circuit de Barcelona-Catalunya,Spain,109,2018,1,Finished,211.77,95,1,2,86.0
984,Japanese Grand Prix,822,bottas,1.0,30,22.876,22,6.0,131,German,Mercedes,22,Suzuka Circuit,Japan,45,2017,1,Finished,224.439,234,3,2,98.0
957,British Grand Prix,832,sainz,2.0,17,29.895,29,7.0,5,Italian,Toro Rosso,9,Silverstone Circuit,UK,153,2016,1,Finished,217.734,26,12,0,110.0
971,Bahrain Grand Prix,13,massa,1.0,13,25.704,25,8.0,3,British,Williams,3,Bahrain International Circuit,Bahrain,7,2017,1,Finished,206.705,16,7,0,99.0
967,Brazilian Grand Prix,20,vettel,1.0,10,29.981,29,5.0,6,Italian,Ferrari,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2016,1,Finished,179.968,197,4,0,152.0
1030,Abu Dhabi Grand Prix,817,ricciardo,1.0,11,21.904,21,7.0,4,French,Renault,24,Yas Marina Circuit,UAE,3,2019,11,+1 Lap,197.592,54,9,0,104.0
883,Bahrain Grand Prix,823,garde,5.0,47,23.375,23,20.0,207,Malaysian,Caterham,3,Bahrain International Circuit,Bahrain,7,2013,12,+2 Laps,196.138,0,21,0,105.0
1060,Austrian Grand Prix,853,mazepin,2.0,45,23.182,23,20.0,210,American,Haas F1 Team,70,Red Bull Ring,Austria,678,2021,12,+2 Laps,222.842,0,19,0,73.0
1005,Japanese Grand Prix,4,alonso,1.0,26,27.454,27,18.0,1,British,McLaren,22,Suzuka Circuit,Japan,45,2018,11,+1 Lap,222.53,50,10,0,101.0
913,Singapore Grand Prix,826,kvyat,2.0,23,30.188,30,10.0,5,Italian,Toro Rosso,15,Marina Bay Street Circuit,Singapore,18,2014,1,Finished,163.151,8,15,0,120.0
910,Hungarian Grand Prix,3,rosberg,2.0,32,23.864,23,1.0,131,German,Mercedes,11,Hungaroring,Hungary,264,2014,1,Finished,183.981,202,1,4,96.0
893,Singapore Grand Prix,17,webber,2.0,40,28.909,28,4.0,9,Austrian,Red Bull,15,Marina Bay Street Circuit,Singapore,18,2013,34,Water pressure,166.091,130,5,0,117.0
977,Austrian Grand Prix,13,massa,1.0,47,20.977,20,17.0,3,British,Williams,70,Red Bull Ring,Austria,678,2017,11,+1 Lap,227.2,22,10,0,69.0
886,Canadian Grand Prix,4,alonso,1.0,16,20.512,20,6.0,6,Italian,Ferrari,7,Circuit Gilles Villeneuve,Canada,13,2013,1,Finished,206.023,96,2,2,78.0
927,Malaysian Grand Prix,830,max_verstappen,3.0,40,24.768,24,6.0,5,Italian,Toro Rosso,2,Sepang International Circuit,Malaysia,18,2015,1,Finished,190.81,6,10,0,109.0
913,Singapore Grand Prix,8,raikkonen,1.0,11,29.702,29,7.0,6,Italian,Ferrari,15,Marina Bay Street Circuit,Singapore,18,2014,1,Finished,161.545,45,11,0,120.0
937,Belgian Grand Prix,1,hamilton,2.0,30,22.955,22,1.0,131,German,Mercedes,13,Circuit de Spa-Francorchamps,Belgium,401,2015,1,Finished,224.12,227,1,6,116.0
938,Italian Grand Prix,4,alonso,2.0,46,19.374,19,16.0,1,British,McLaren,14,Autodromo Nazionale di Monza,Italy,162,2015,16,+6 Laps,233.575,11,15,0,91.0
998,British Grand Prix,8,raikkonen,2.0,33,28.985,28,3.0,6,Italian,Ferrari,9,Silverstone Circuit,UK,153,2018,1,Finished,233.576,116,3,0,100.0
954,Canadian Grand Prix,815,perez,2.0,46,24.757,24,11.0,10,Indian,Force India,7,Circuit Gilles Villeneuve,Canada,13,2016,11,+1 Lap,205.065,24,9,0,78.0
904,Spanish Grand Prix,18,button,1.0,17,21.81,21,8.0,1,British,McLaren,4,Circuit de Barcelona-Catalunya,Spain,109,2014,11,+1 Lap,185.042,23,8,0,93.0
974,Monaco Grand Prix,839,ocon,3.0,60,24.642,24,15.0,10,Indian,Force India,6,Circuit de Monaco,Monaco,7,2017,1,Finished,157.072,19,10,0,80.0
918,Abu Dhabi Grand Prix,16,sutil,3.0,37,22.227,22,13.0,15,Swiss,Sauber,24,Yas Marina Circuit,UAE,3,2014,11,+1 Lap,185.98,0,18,0,110.0
957,British Grand Prix,835,jolyon_palmer,3.0,19,41.486,41,18.0,4,French,Renault,9,Silverstone Circuit,UK,153,2016,6,Gearbox,212.596,0,20,0,120.0
929,Bahrain Grand Prix,4,alonso,1.0,13,25.37,25,14.0,1,British,McLaren,3,Bahrain International Circuit,Bahrain,7,2015,11,+1 Lap,196.815,0,16,0,101.0
902,Bahrain Grand Prix,813,maldonado,3.0,40,34.249,34,17.0,208,British,Lotus F1,3,Bahrain International Circuit,Bahrain,7,2014,1,Finished,195.484,0,20,0,105.0
906,Canadian Grand Prix,1,hamilton,2.0,45,23.554,23,2.0,131,German,Mercedes,7,Circuit Gilles Villeneuve,Canada,13,2014,23,Brakes,198.875,118,2,4,86.0
1055,Spanish Grand Prix,1,hamilton,1.0,28,22.22,22,1.0,131,German,Mercedes,4,Circuit de Barcelona-Catalunya,Spain,109,2021,1,Finished,208.64,94,1,3,84.0
965,United States Grand Prix,13,massa,1.0,11,24.093,24,9.0,3,British,Williams,69,Circuit of the Americas,USA,161,2016,11,+1 Lap,191.915,49,11,0,106.0
927,Malaysian Grand Prix,807,hulkenberg,1.0,15,25.826,25,13.0,10,Indian,Force India,2,Sepang International Circuit,Malaysia,18,2015,11,+1 Lap,190.368,6,9,0,110.0
896,Indian Grand Prix,18,button,2.0,12,23.774,23,10.0,1,British,McLaren,68,Buddh International Circuit,India,194,2013,11,+1 Lap,207.737,60,9,0,92.0
995,Canadian Grand Prix,817,ricciardo,1.0,17,23.279,23,6.0,9,Austrian,Red Bull,7,Circuit Gilles Villeneuve,Canada,13,2018,1,Finished,211.701,84,4,2,77.0
982,Singapore Grand Prix,807,hulkenberg,2.0,2,25.093,25,7.0,4,French,Renault,15,Marina Bay Street Circuit,Singapore,18,2017,5,Engine,168.816,34,10,0,132.0
902,Bahrain Grand Prix,826,kvyat,2.0,24,25.34,25,12.0,5,Italian,Toro Rosso,3,Bahrain International Circuit,Bahrain,7,2014,1,Finished,194.52,3,14,0,105.0
1056,Monaco Grand Prix,1,hamilton,1.0,29,23.783,23,7.0,131,German,Mercedes,6,Circuit de Monaco,Monaco,7,2021,1,Finished,164.769,101,2,3,76.0
958,Hungarian Grand Prix,8,raikkonen,1.0,29,21.951,21,14.0,6,Italian,Ferrari,11,Hungaroring,Hungary,264,2016,1,Finished,189.822,114,4,0,86.0
905,Monaco Grand Prix,820,chilton,3.0,66,26.137,26,19.0,206,Russian,Marussia,6,Circuit de Monaco,Monaco,7,2014,13,+3 Laps,149.22,0,20,0,87.0
1026,Japanese Grand Prix,842,gasly,1.0,18,23.18,23,9.0,5,Italian,Toro Rosso,22,Suzuka Circuit,Japan,45,2019,11,+1 Lap,219.313,75,7,0,96.0
982,Singapore Grand Prix,840,stroll,4.0,26,29.412,29,18.0,3,British,Williams,15,Marina Bay Street Circuit,Singapore,18,2017,1,Finished,169.599,28,12,0,127.0
942,United States Grand Prix,826,kvyat,1.0,19,24.638,24,4.0,9,Austrian,Red Bull,69,Circuit of the Americas,USA,161,2015,3,Accident,191.335,76,7,0,120.0
1058,Styrian Grand Prix,853,mazepin,1.0,21,22.759,22,20.0,210,American,Haas F1 Team,70,Red Bull Ring,Austria,678,2021,13,+3 Laps,219.092,0,19,0,72.0
884,Spanish Grand Prix,807,hulkenberg,1.0,8,19.993,19,15.0,15,Swiss,Sauber,4,Circuit de Barcelona-Catalunya,Spain,109,2013,11,+1 Lap,193.541,5,14,0,91.0
903,Chinese Grand Prix,824,jules_bianchi,1.0,11,24.784,24,19.0,206,Russian,Marussia,17,Shanghai International Circuit,China,5,2014,11,+1 Lap,187.203,0,22,0,106.0
906,Canadian Grand Prix,8,raikkonen,2.0,39,24.221,24,10.0,6,Italian,Ferrari,7,Circuit Gilles Villeneuve,Canada,13,2014,1,Finished,199.921,18,12,0,85.0
1012,Chinese Grand Prix,847,russell,1.0,22,24.332,24,17.0,3,British,Williams,17,Shanghai International Circuit,China,5,2019,12,+2 Laps,201.716,0,19,0,102.0
904,Spanish Grand Prix,20,vettel,3.0,52,21.608,21,15.0,9,Austrian,Red Bull,4,Circuit de Barcelona-Catalunya,Spain,109,2014,1,Finished,188.465,45,4,0,92.0
883,Bahrain Grand Prix,154,grosjean,1.0,8,24.605,24,11.0,208,British,Lotus F1,3,Bahrain International Circuit,Bahrain,7,2013,1,Finished,199.567,26,7,0,100.0
899,Brazilian Grand Prix,813,maldonado,2.0,43,26.734,26,16.0,3,British,Williams,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2013,11,+1 Lap,200.02,1,18,0,79.0
913,Singapore Grand Prix,8,raikkonen,2.0,25,29.164,29,7.0,6,Italian,Ferrari,15,Marina Bay Street Circuit,Singapore,18,2014,1,Finished,161.545,45,11,0,120.0
980,Belgian Grand Prix,815,perez,3.0,29,26.574,26,8.0,10,Indian,Force India,13,Circuit de Spa-Francorchamps,Belgium,401,2017,6,Gearbox,232.819,56,7,0,117.0
1036,Spanish Grand Prix,849,latifi,2.0,49,22.475,22,19.0,3,British,Williams,4,Circuit de Barcelona-Catalunya,Spain,109,2020,12,+2 Laps,204.291,0,19,0,85.0
1000,Hungarian Grand Prix,842,gasly,1.0,32,21.684,21,6.0,5,Italian,Toro Rosso,11,Hungaroring,Hungary,264,2018,1,Finished,193.078,26,13,0,83.0
1026,Japanese Grand Prix,848,albon,2.0,34,23.301,23,6.0,9,Austrian,Red Bull,22,Suzuka Circuit,Japan,45,2019,1,Finished,225.332,64,8,0,95.0
927,Malaysian Grand Prix,813,maldonado,3.0,33,24.276,24,12.0,208,British,Lotus F1,2,Sepang International Circuit,Malaysia,18,2015,31,Retired,189.919,0,18,0,111.0
1000,Hungarian Grand Prix,817,ricciardo,1.0,44,21.364,21,12.0,9,Austrian,Red Bull,11,Hungaroring,Hungary,264,2018,1,Finished,197.115,118,5,2,83.0
899,Brazilian Grand Prix,4,alonso,1.0,21,22.755,22,3.0,6,Italian,Ferrari,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2013,1,Finished,205.473,242,2,2,78.0
1047,Abu Dhabi Grand Prix,825,kevin_magnussen,2.0,47,23.098,23,20.0,210,American,Haas F1 Team,24,Yas Marina Circuit,UAE,3,2020,11,+1 Lap,196.025,1,20,0,108.0
976,Azerbaijan Grand Prix,839,ocon,4.0,22,0.0,1313,7.0,10,Indian,Force India,73,Baku City Circuit,Azerbaijan,-7,2017,1,Finished,204.581,35,8,0,145.0
958,Hungarian Grand Prix,836,wehrlein,2.0,35,22.765,22,20.0,209,British,Manor Marussia,11,Hungaroring,Hungary,264,2016,12,+2 Laps,182.28,1,17,0,88.0
982,Singapore Grand Prix,838,vandoorne,3.0,3,24.543,24,9.0,1,British,McLaren,15,Marina Bay Street Circuit,Singapore,18,2017,1,Finished,170.855,7,17,0,127.0
1000,Hungarian Grand Prix,1,hamilton,1.0,25,21.48,21,1.0,131,German,Mercedes,11,Hungaroring,Hungary,264,2018,1,Finished,194.454,213,1,5,82.0
914,Japanese Grand Prix,3,rosberg,2.0,13,23.696,23,1.0,131,German,Mercedes,22,Suzuka Circuit,Japan,45,2014,1,Finished,185.739,256,2,4,152.0
951,Russian Grand Prix,828,ericsson,1.0,1,30.529,30,22.0,15,Swiss,Sauber,71,Sochi Autodrom,Russia,2,2016,11,+1 Lap,206.298,0,19,0,107.0
973,Spanish Grand Prix,835,jolyon_palmer,2.0,21,22.762,22,17.0,4,French,Renault,4,Circuit de Barcelona-Catalunya,Spain,109,2017,12,+2 Laps,197.517,0,20,0,90.0
944,Brazilian Grand Prix,817,ricciardo,3.0,52,24.775,24,19.0,9,Austrian,Red Bull,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2015,11,+1 Lap,203.273,84,8,0,78.0
988,Abu Dhabi Grand Prix,832,sainz,1.0,31,21.956,21,12.0,4,French,Renault,24,Yas Marina Circuit,UAE,3,2017,36,Wheel,193.41,54,9,0,104.0
913,Singapore Grand Prix,8,raikkonen,3.0,31,30.194,30,7.0,6,Italian,Ferrari,15,Marina Bay Street Circuit,Singapore,18,2014,1,Finished,161.545,45,11,0,120.0
880,Australian Grand Prix,818,vergne,3.0,44,23.16,23,13.0,5,Italian,Toro Rosso,1,Albert Park Grand Prix Circuit,Australia,10,2013,1,Finished,213.309,0,12,0,94.0
973,Spanish Grand Prix,1,hamilton,1.0,21,21.544,21,1.0,131,German,Mercedes,4,Circuit de Barcelona-Catalunya,Spain,109,2017,1,Finished,200.471,98,2,2,86.0
1041,Eifel Grand Prix,830,max_verstappen,1.0,16,22.106,22,3.0,9,Austrian,Red Bull,20,N++rburgring,Germany,578,2020,1,Finished,210.267,147,3,1,95.0
956,Austrian Grand Prix,821,gutierrez,2.0,28,16.475,16,11.0,210,American,Haas F1 Team,70,Red Bull Ring,Austria,678,2016,11,+1 Lap,223.456,0,19,0,74.0
964,Japanese Grand Prix,13,massa,1.0,24,22.463,22,12.0,3,British,Williams,22,Suzuka Circuit,Japan,45,2016,1,Finished,213.787,43,10,0,99.0
1038,Italian Grand Prix,842,gasly,2.0,26,0.0,1519,10.0,213,Italian,AlphaTauri,14,Autodromo Nazionale di Monza,Italy,162,2020,1,Finished,248.162,43,8,1,120.0
980,Belgian Grand Prix,1,hamilton,2.0,30,22.357,22,1.0,131,German,Mercedes,13,Circuit de Spa-Francorchamps,Belgium,401,2017,1,Finished,236.526,213,2,5,115.0
882,Chinese Grand Prix,807,hulkenberg,3.0,36,19.957,19,10.0,15,Swiss,Sauber,17,Shanghai International Circuit,China,5,2013,1,Finished,195.007,5,13,0,103.0
885,Monaco Grand Prix,820,chilton,3.0,63,26.198,26,22.0,206,Russian,Marussia,6,Circuit de Monaco,Monaco,7,2013,1,Finished,152.171,0,21,0,106.0
1038,Italian Grand Prix,846,norris,2.0,26,0.0,1522,6.0,1,British,McLaren,14,Autodromo Nazionale di Monza,Italy,162,2020,1,Finished,247.587,57,5,0,120.0
917,Brazilian Grand Prix,822,bottas,1.0,6,23.294,23,4.0,3,British,Williams,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2014,11,+1 Lap,208.98,156,6,0,76.0
990,Bahrain Grand Prix,4,alonso,1.0,14,24.993,24,13.0,1,British,McLaren,3,Bahrain International Circuit,Bahrain,7,2018,11,+1 Lap,206.898,16,4,0,98.0
880,Australian Grand Prix,815,perez,3.0,41,21.705,21,15.0,1,British,McLaren,1,Albert Park Grand Prix Circuit,Australia,10,2013,1,Finished,212.294,0,11,0,94.0
930,Spanish Grand Prix,817,ricciardo,2.0,42,24.884,24,10.0,9,Austrian,Red Bull,4,Circuit de Barcelona-Catalunya,Spain,109,2015,11,+1 Lap,183.903,25,7,0,93.0
899,Brazilian Grand Prix,818,vergne,1.0,10,23.455,23,8.0,5,Italian,Toro Rosso,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2013,11,+1 Lap,202.01,13,15,0,79.0
970,Chinese Grand Prix,835,jolyon_palmer,4.0,30,23.993,23,20.0,4,French,Renault,17,Shanghai International Circuit,China,5,2017,11,+1 Lap,199.871,0,17,0,107.0
999,German Grand Prix,825,kevin_magnussen,1.0,20,19.818,19,5.0,210,American,Haas F1 Team,10,Hockenheimring,Germany,103,2018,1,Finished,211.93,39,9,0,82.0
952,Spanish Grand Prix,815,perez,1.0,9,22.679,22,9.0,10,Indian,Force India,4,Circuit de Barcelona-Catalunya,Spain,109,2016,1,Finished,186.612,8,13,0,93.0
896,Indian Grand Prix,4,alonso,3.0,36,24.066,24,8.0,6,Italian,Ferrari,68,Buddh International Circuit,India,194,2013,1,Finished,207.983,207,2,2,91.0
930,Spanish Grand Prix,831,nasr,1.0,12,22.677,22,15.0,15,Swiss,Sauber,4,Circuit de Barcelona-Catalunya,Spain,109,2015,11,+1 Lap,182.294,14,9,0,94.0
900,Australian Grand Prix,824,jules_bianchi,1.0,20,23.821,23,18.0,206,Russian,Marussia,1,Albert Park Grand Prix Circuit,Australia,10,2014,18,+8 Laps,199.621,0,14,0,115.0
1011,Bahrain Grand Prix,822,bottas,1.0,12,24.865,24,4.0,131,German,Mercedes,3,Bahrain International Circuit,Bahrain,7,2019,1,Finished,206.808,44,1,1,98.0
1033,Hungarian Grand Prix,822,bottas,1.0,2,21.906,21,2.0,131,German,Mercedes,11,Hungaroring,Hungary,264,2020,1,Finished,203.072,58,2,1,82.0
973,Spanish Grand Prix,13,massa,2.0,13,22.292,22,9.0,3,British,Williams,4,Circuit de Barcelona-Catalunya,Spain,109,2017,12,+2 Laps,193.796,18,9,0,89.0
936,Hungarian Grand Prix,832,sainz,3.0,44,16.66,16,12.0,5,Italian,Toro Rosso,11,Hungaroring,Hungary,264,2015,10,Electrical,177.986,9,16,0,93.0
950,Chinese Grand Prix,3,rosberg,1.0,20,22.831,22,1.0,131,German,Mercedes,17,Shanghai International Circuit,China,5,2016,1,Finished,195.419,75,1,3,105.0
882,Chinese Grand Prix,807,hulkenberg,1.0,14,22.838,22,10.0,15,Swiss,Sauber,17,Shanghai International Circuit,China,5,2013,1,Finished,195.007,5,13,0,103.0
1029,Brazilian Grand Prix,822,bottas,2.0,41,23.21,23,4.0,131,German,Mercedes,18,Aut+¦dromo Jos+® Carlos Pace,Brazil,785,2019,131,Power Unit,219.417,314,2,4,74.0
884,Spanish Grand Prix,815,perez,4.0,50,19.993,19,8.0,1,British,McLaren,4,Circuit de Barcelona-Catalunya,Spain,109,2013,1,Finished,192.066,12,11,0,91.0
910,Hungarian Grand Prix,826,kvyat,1.0,8,23.423,23,10.0,5,Italian,Toro Rosso,11,Hungaroring,Hungary,264,2014,11,+1 Lap,176.414,6,15,0,98.0
973,Spanish Grand Prix,840,stroll,1.0,12,22.1,22,18.0,3,British,Williams,4,Circuit de Barcelona-Catalunya,Spain,109,2017,12,+2 Laps,192.98,0,17,0,90.0
959,German Grand Prix,817,ricciardo,2.0,33,18.738,18,3.0,9,Austrian,Red Bull,10,Hockenheimring,Germany,103,2016,1,Finished,209.918,133,3,0,80.0
945,Abu Dhabi Grand Prix,4,alonso,3.0,17,22.246,22,16.0,1,British,McLaren,24,Yas Marina Circuit,UAE,3,2015,12,+2 Laps,190.793,11,17,0,111.0
881,Malaysian Grand Prix,13,massa,1.0,5,22.403,22,2.0,6,Italian,Ferrari,2,Sepang International Circuit,Malaysia,18,2013,1,Finished,199.937,22,5,0,106.0
927,Malaysian Grand Prix,815,perez,2.0,35,35.776,35,14.0,10,Indian,Force India,2,Sepang International Circuit,Malaysia,18,2015,11,+1 Lap,189.423,1,14,0,110.0
